series,season,episode,episode_code,bool_response,explanation
ER,15,11,ERS15E11,Yes,"There are several implicit references to racial issues in the subtitles. The episode features young Black characters (Jermaine and Quincy Bennett) who are involved in a drug-related shooting, have dead parents, and are in foster/group homes, which touches on systemic inequalities and stereotypes often associated with race. There's a patient with sickle-cell disease (Anastasia Johnson), a condition predominantly affecting people of African descent, and the dialogue briefly touches on pain management biases ('Aren't you worried about addiction? Would you withhold morphine from a cancer patient?'), which is a known issue in the treatment of Black patients. The undercover cop's comment 'This is Chicago, sweetie. You can't trust anyone, especially the cops' may also allude to issues of police mistrust, which can be racially charged. While not explicitly discussed, these elements imply the presence of racial prejudice and systemic racism."
ER,15,12,ERS15E12,No,
ER,15,13,ERS15E13,No,
ER,15,14,ERS15E14,No,
ER,15,15,ERS15E15,No,
ER,15,16,ERS15E16,Yes,"There are several implicit references to systemic inequalities and police brutality, particularly in the storyline involving a rookie detective who witnesses fellow officers beating a suspect in the station house. The discussion about 'police brutality,' the code of silence among officers, and the subsequent investigation into the incident all suggest issues of systemic abuse and discrimination, which are often intertwined with racial prejudice in the context of American policing. While the subtitles do not explicitly mention race or ethnicity, the context and language used ('police brutality,' 'code on the job,' 'don't turn on your own') strongly imply the presence of topics related to racism and systemic discrimination. Additionally, the mention of working in Darfur and Indonesia could touch on issues of global racial and ethnic inequalities, though these are less central to the episode."
ER,15,17,ERS15E17,Yes,"There is an explicit reference to the devaluing of black children in the context of adoption, with a character making a joke about 'picking up a six-pack of black kids' and another character calling out the devaluing of black children. This exchange directly addresses racial prejudice and the commodification of black children in adoption, which is a form of racism."
ER,15,18,ERS15E18,No,
ER,15,19,ERS15E19,Yes,"There is an implicit reference to race and possible racial prejudice in the exchange where Dr. Benton, who is Black, sees a photo of Carter's wife and says, 'You married a sister?' Carter replies that she is half Congolese and was raised in France. The use of 'sister' as a colloquial term for a Black woman, and the focus on her Congolese heritage, brings up race explicitly. While the tone is friendly, this exchange acknowledges race and racial identity, which is relevant to the prompt. Additionally, the episode features a diverse cast with some characters of color (e.g., Neela Rasgotra, Peter Benton), but there are no explicit instances of racism or racial discrimination in the subtitles. However, the prompt asks to answer 'Yes' if there is any doubt or implicit reference."
ER,15,20,ERS15E20,Yes,"There are several references that suggest the presence of racism or racial prejudice. For example, Frank mentions that when Neela first arrived, he 'said some things I shouldn't have said about her ethnic background,' and later tries to make up for it with culturally stereotypical gestures (Gandhi piñata, turbaned snake charmer), which are called out as offensive and cliché. The conversation about Neela's parents being born in India and assumptions about her culture also imply racial stereotyping. Additionally, the scene where Neela introduces herself and is met with 'Rag what?' suggests a microaggression or insensitivity regarding her name and background."
ER,15,21,ERS15E21,Yes,"There is an explicit reference to a character being Puerto Rican ('She's Puerto Rican, in her blood. And I have to work on it.'), which invokes ethnic identity and could imply a stereotype about dancing ability. While the episode does not contain overt discussions of racism or racial discrimination, the mention of ethnic background in relation to cultural traits is an implicit reference to racial/ethnic identity and stereotypes. Per instructions, if there is any doubt, the answer should be Yes."
